"","elevation","x","y","Presence"
"41894",121,-1079000,3282000,0
"97727",3634,-1229000,2072000,0
"142121",635,651000,612000,0
"1062",92,-1809000,4682000,0
"132115",309,-379000,1032000,0
"70481",134,51000,2682000,0
"110631",256,-289000,1732000,0
"32981",3934,-2079000,3502000,0
"14357",2475,-1889000,4092000,0
"8428",86,121000,4322000,0
"138615",165,-169000,772000,0
"124912",96,231000,1282000,0
"147441",1438,-759000,352000,0
"9722",139,-1719000,4262000,0
"77586",249,-949000,2532000,0
"147303",58,-49000,362000,0
"18577",1031,-1809000,3942000,0
"8642",390,-149000,4312000,0
"91599",170,-649000,2222000,0
"134251",0,1501000,962000,0
"125652",919,1641000,1262000,0
"123650",1020,-339000,1322000,0
"31631",125,-1039000,3542000,0
"13614",127,-1169000,4122000,0
"10154",796,-109000,4252000,0
"28810",181,-1259000,3622000,0
"22099",288,701000,3832000,0
"135492",612,1021000,912000,0
"9973",2349,-1919000,4252000,0
"62178",157,1201000,2852000,0
"130866",1145,1451000,1082000,0
"91640",197,-239000,2222000,0
"42633",3689,-2129000,3262000,0
"36890",513,-1999000,3402000,0
"146676",65,-19000,392000,0
"124627",183,381000,1292000,0
"96585",145,-579000,2102000,0
"135927",258,461000,892000,0
"13538",703,-1929000,4122000,0
"35316",235,-1799000,3442000,0
"9453",1056,-1799000,4272000,0
"119428",86,191000,1462000,0
"144567",78,-119000,492000,0
"133389",492,1181000,992000,0
"27046",213,801000,3682000,0
"130119",248,-259000,1102000,0
"11653",180,-1739000,4192000,0
"9245",3101,-1429000,4282000,0
"173",0,-1459000,4782000,0
"77125",163,-829000,2542000,0
"129078",398,841000,1142000,0
"35728",198,-1629000,3432000,0
"102677",915,1221000,1952000,0
"73788",176,-789000,2612000,0
"14670",176,-1469000,4082000,0
"9488",3590,-1449000,4272000,0
"128828",589,1221000,1152000,0
"134411",169,341000,952000,0
"128138",110,101000,1172000,0
"141920",1098,751000,622000,0
"40988",428,-1969000,3302000,0
"123533",775,1521000,1332000,0
"108102",1897,-769000,1802000,0
"125308",726,1191000,1272000,0
"18638",139,-1199000,3942000,0
"15731",1572,-1839000,4042000,0
"132513",456,781000,1022000,0
"121948",404,871000,1382000,0
"11733",75,-939000,4192000,0
"11289",151,121000,4212000,0
"123391",103,101000,1332000,0
"133395",611,1241000,992000,0
"106810",515,931000,1842000,0
"23118",42,-2059000,3792000,0
"12519",126,-1249000,4162000,0
"11649",631,-1779000,4192000,0
"136545",3227,-559000,862000,0
"147846",4526,-899000,332000,0
"146051",60,31000,422000,0
"118389",4190,-879000,1492000,0
"85898",322,-1029000,2352000,0
"131526",3444,-569000,1052000,0
"15504",180,-1329000,4052000,0
"124623",408,341000,1292000,0
"40973",3470,-2119000,3302000,0
"107402",186,-489000,1822000,0
"101386",203,-79000,1982000,0
"134173",431,721000,962000,0
"105725",842,1241000,1872000,0
"148749",62,-99000,292000,0
"131451",559,1551000,1062000,0
"17622",404,71000,3982000,0
"122628",869,1571000,1362000,0
"16038",340,-1569000,4032000,0
"143126",66,201000,562000,0
"113244",1036,-1149000,1652000,0
"16831",70,961000,4012000,0
"144383",65,141000,502000,0
"15446",1538,-1909000,4052000,0
"16015",1749,-1799000,4032000,0
"123424",248,431000,1332000,0
"779",4,-1769000,4702000,0
"29386",38,-2189000,3602000,0
"111102",667,961000,1722000,0
"108507",228,-329000,1792000,0
"117407",515,1831000,1532000,0
"13572",2265,-1589000,4122000,0
"140182",116,331000,702000,0
"138519",853,1071000,782000,0
"31898",367,-1959000,3532000,0
"142974",1191,781000,572000,0
"38629",116,-939000,3362000,0
"30197",139,-1029000,3582000,0
"35308",265,-1879000,3442000,0
"41470",117,-1239000,3292000,0
"14295",104,201000,4102000,0
"144827",150,381000,482000,0
"130697",237,-239000,1082000,0
"18008",494,-1799000,3962000,0
"126344",344,-319000,1232000,0
"23445",23,-2099000,3782000,0
"27430",746,-1909000,3662000,0
"9160",50,171000,4292000,0
"33353",2613,-2109000,3492000,0
"121146",62,2011000,1412000,0
"139763",285,451000,722000,0
"112017",267,-119000,1692000,0
"142756",522,701000,582000,0
"107898",382,821000,1812000,0
"11100",873,-1769000,4212000,0
"143583",389,571000,542000,0
"140566",127,-99000,682000,0
"9543",64,-899000,4272000,0
"138523",683,1111000,782000,0
"25150",247,-1609000,3732000,0
"13309",465,-1489000,4132000,0
"88979",389,-1109000,2282000,0
"10232",20,671000,4252000,0
"100608",228,-69000,2002000,0
"19628",223,101000,3912000,0
"78549",154,-749000,2512000,0
"16766",282,71000,4012000,0
"100891",4556,-1139000,1992000,0
"19063",274,191000,3932000,0
"121370",833,1191000,1402000,0
"22146",986,-2009000,3822000,0
"69338",169,-1639000,2702000,0
"4027",125,-1639000,4512000,0
"71493",435,461000,2662000,0
"24512",239,-1369000,3752000,0
"107529",356,781000,1822000,0
"6678",106,-1209000,4392000,0
"133722",8,1741000,982000,0
"138621",137,-109000,772000,0
"142534",460,581000,592000,0
"73910",288,431000,2612000,0
"25109",1147,-2019000,3732000,0
"21236",990,-1609000,3852000,0
"118835",142,461000,1482000,0
"14026",107,231000,4112000,0
"104120",456,311000,1912000,0
"127642",480,951000,1192000,0
"95701",2870,-1269000,2122000,0
"147930",57,-59000,332000,0
"132863",778,1481000,1012000,0
"18863",802,-1809000,3932000,0
"134782",1023,1421000,942000,0
"117678",900,1401000,1522000,0
"143416",91,1001000,552000,0
"136543",4426,-579000,862000,0
"34118",3974,-2079000,3472000,0
"135532",0,1421000,912000,0
"138911",397,601000,762000,0
"16208",111,131000,4032000,0
"7013",134,-119000,4382000,0
"13892",127,-1109000,4112000,0
"7576",133,-1299000,4352000,0
"5477",103,-1879000,4442000,0
"113662",304,-259000,1642000,0
"9727",111,-1669000,4262000,0
"43",4,-1489000,4832000,0
"76257",166,-19000,2562000,0
"134650",105,101000,942000,0
"71492",383,451000,2662000,0
"13833",1086,-1699000,4112000,0
"10300",692,-1429000,4242000,0
"9539",62,-939000,4272000,0
"103439",562,1151000,1932000,0
"14842",118,251000,4082000,0
"119630",3765,-869000,1452000,0
"132545",806,1101000,1022000,0
"147417",675,-999000,352000,0
"125237",510,481000,1272000,0
"31545",305,-1899000,3542000,0
"77737",314,561000,2532000,0
"96171",157,-659000,2112000,0
"5724",40,-1659000,4432000,0
"132725",108,101000,1012000,0
"111004",374,-19000,1722000,0
"104537",506,681000,1902000,0
"19789",197,-1179000,3902000,0
"122876",410,1011000,1352000,0
"117360",906,1361000,1532000,0
"16542",197,651000,4022000,0
"133101",785,1081000,1002000,0
"139708",135,-99000,722000,0
"95752",182,-759000,2122000,0
"137094",128,321000,842000,0
"110786",1075,1261000,1732000,0
"12477",779,-1669000,4162000,0
"120988",129,431000,1412000,0
"7046",4,-2039000,4372000,0
"34496",1531,-2179000,3462000,0
"14116",2275,-1589000,4102000,0
"130791",289,701000,1082000,0
"129608",342,381000,1122000,0
"146090",84,421000,422000,0
"137920",847,-479000,802000,0
"140313",1061,-499000,692000,0
"35271",276,-2249000,3442000,0
"129412",1240,1301000,1132000,0
"98761",649,1151000,2052000,0
"9026",97,-1169000,4292000,0
"133274",124,31000,992000,0
"122146",367,-199000,1372000,0
"70308",331,-1679000,2682000,0
"90269",305,-1159000,2252000,0
"124682",445,931000,1292000,0
"136390",69,251000,872000,0
"142792",47,1061000,582000,0
"8821",193,-779000,4302000,0
"29790",209,-1579000,3592000,0
"10803",341,-1969000,4222000,0
"102856",1417,-839000,1942000,0
"134508",881,1311000,952000,0
"77733",262,521000,2532000,0
"110713",453,531000,1732000,0
"100222",200,-9000,2012000,0
"32280",224,-1739000,3522000,0
"144183",73,251000,512000,0
"77574",261,-1069000,2532000,0
"118985",239,1961000,1482000,0
"127327",329,721000,1202000,0
"1899",251,-1669000,4632000,0
"27127",249,-1669000,3672000,0
"107365",4659,-859000,1822000,0
"3809",107,-1829000,4522000,0
"18327",183,-1459000,3952000,0
"134382",115,51000,952000,0
"120055",92,301000,1442000,0
"6566",162,-59000,4402000,0
"142536",378,601000,592000,0
"38620",124,-1029000,3362000,0
"17196",191,-1329000,3992000,0
"98382",1005,1331000,2062000,0
"125296",487,1071000,1272000,0
"38534",263,-1889000,3362000,0
"18263",120,971000,3962000,0
"13587",184,-1439000,4122000,0
"78895",0,-1989000,2502000,0
"138439",130,271000,782000,0
"149261",612,-1019000,262000,0
"139076",99,71000,752000,0
"147009",4777,-889000,372000,0
"41797",1575,-2049000,3282000,0
"124969",363,801000,1282000,0
"112745",148,471000,1672000,0
"18336",220,-1369000,3952000,0
"25480",241,-1619000,3722000,0
"112586",1168,-1119000,1672000,0
"31598",173,-1369000,3542000,0
"27824",195,-1249000,3652000,0
"119887",824,1701000,1452000,0
"130724",123,31000,1082000,0
"654",1621,-1709000,4712000,0
"10798",79,-2019000,4222000,0
"10284",1434,-1589000,4242000,0
"133139",839,1461000,1002000,0
"136946",83,1141000,852000,0
"7805",145,-1329000,4342000,0
"7352",113,-1229000,4362000,0
"132560",600,1251000,1022000,0
"126421",466,451000,1232000,0
"128125",156,-29000,1172000,0
"6596",0,-2029000,4392000,0
"26804",231,-1619000,3682000,0
"38109",993,-2039000,3372000,0
"139940",90,61000,712000,0
"136478",818,1131000,872000,0
"87673",322,-1039000,2312000,0
"11657",267,-1699000,4192000,0
"107798",480,-179000,1812000,0
"119846",886,1291000,1452000,0
"13839",3042,-1639000,4112000,0
"32348",166,-1059000,3522000,0
"133310",341,391000,992000,0
"15720",290,-1949000,4042000,0
"31994",137,-999000,3532000,0
"533",531,-1729000,4722000,0
"29108",182,-1609000,3612000,0
"135681",237,451000,902000,0
"130239",490,941000,1102000,0
"126488",555,1121000,1232000,0
"18004",2807,-1839000,3962000,0
"31953",156,-1409000,3532000,0
"29764",232,-1839000,3592000,0
"31639",111,-959000,3542000,0
"142473",89,-29000,592000,0
"136691",814,901000,862000,0
"74342",136,-59000,2602000,0
"107180",420,951000,1832000,0
"8253",88,-1629000,4322000,0
"10806",985,-1939000,4222000,0
"30103",373,-1969000,3582000,0
"16889",221,-1549000,4002000,0
"132570",1071,1351000,1022000,0
"10575",2783,-1469000,4232000,0
"8455",16,-2019000,4312000,0
"98590",152,-559000,2052000,0
"145003",61,41000,472000,0
"125581",349,931000,1262000,0
"1917",34,-1489000,4632000,0
"134865",218,-289000,932000,0
"30134",200,-1659000,3582000,0
"111336",312,-129000,1712000,0
"108930",112,311000,1782000,0
"132548",507,1131000,1022000,0
"11410",279,-1419000,4202000,0
"25445",1571,-1969000,3722000,0
"138890",241,391000,762000,0
"20651",207,-1339000,3872000,0
"134370",152,-69000,952000,0
"102084",1258,-849000,1962000,0
"9017",112,-1259000,4292000,0
"292",104,-1499000,4752000,0
"63184",214,1201000,2832000,0
"31236",164,-1399000,3552000,0
"132511",503,761000,1022000,0
"17519",122,-959000,3982000,0
"21220",2356,-1769000,3852000,0
"72728",1711,-1739000,2632000,0
"11720",121,-1069000,4192000,0
"16285",1880,-1919000,4022000,0
"113748",364,601000,1642000,0
"99029",192,-139000,2042000,0
"38096",1924,-2169000,3372000,0
"101761",263,-209000,1972000,0
"25778",3041,-1949000,3712000,0
"99957",638,1261000,2022000,0
"16489",122,121000,4022000,0
"128242",594,1141000,1172000,0
"124755",720,1661000,1292000,0
"18913",189,-1309000,3932000,0
"9530",72,-1029000,4272000,0
"19175",235,-1559000,3922000,0
"94064",522,-1159000,2162000,0
"25155",241,-1559000,3732000,0
"91966",756,-1209000,2212000,0
"11086",2159,-1909000,4212000,0
"142328",485,621000,602000,0
"100868",3795,-1369000,1992000,0
"137924",713,-439000,802000,0
"145651",64,231000,442000,0
"75125",3457,-1799000,2582000,0
"26464",275,-1719000,3692000,0
"15518",180,-1189000,4052000,0
"104928",317,801000,1892000,0
"79484",179,-789000,2492000,0
"39376",146,-1679000,3342000,0
"114741",890,691000,1612000,0
"128529",586,1121000,1162000,0
"84966",366,-1349000,2372000,0
"120361",92,291000,1432000,0
"5694",78,-1959000,4432000,0
"75697",204,-859000,2572000,0
"67380",165,-1669000,2742000,0
"1590",21,-1349000,4652000,0
"102443",3934,-1119000,1952000,0
"38209",152,-1039000,3372000,0
"24161",286,-1569000,3762000,0
"123203",576,1251000,1342000,0
"145051",313,521000,472000,0
"4620",10,-1889000,4482000,0
"128526",480,1091000,1162000,0
"66380",385,-1819000,2762000,0
"135093",2032,-499000,922000,0
"8211",3,-2049000,4322000,0
"13315",182,-1429000,4132000,0
"141430",77,71000,642000,0
"139118",245,491000,752000,0
"126506",1096,1301000,1232000,0
"33352",3066,-2119000,3492000,0
"11063",23,631000,4222000,0
"99970",558,1391000,2022000,0
"14081",261,-1939000,4102000,0
"103593",4383,-1139000,1922000,0
"89431",247,-929000,2272000,0
"108868",232,-309000,1782000,0
"33065",140,-1239000,3502000,0
"126783",589,1131000,1222000,0
"121441",745,1901000,1402000,0
"149415",143,521000,262000,0
"10312",136,-1309000,4242000,0
"33338",210,-2259000,3492000,0
"35684",3784,-2069000,3432000,0
"3633",162,-1629000,4532000,0
"33731",3304,-2119000,3482000,0
"145194",72,-149000,462000,0
"15181",2837,-1789000,4062000,0
"29788",219,-1599000,3592000,0
"15091",152,21000,4072000,0
"43931",481,-2009000,3232000,0
"95340",174,-789000,2132000,0
"119236",853,1361000,1472000,0
"133691",1005,1431000,982000,0
"2066",106,-1669000,4622000,0
"124986",445,971000,1282000,0
"121449",106,1981000,1402000,0
"20855",293,731000,3872000,0
"76089",1506,-1699000,2562000,0
"137405",50,1141000,832000,0
"141918",866,731000,622000,0
"143586",365,601000,542000,0
"133092",523,991000,1002000,0
"13606",156,-1249000,4122000,0
"9301",75,-869000,4282000,0
"162",1,-1569000,4782000,0
"8318",82,-979000,4322000,0
"149870",4568,-909000,232000,0
"134",28,-1489000,4792000,0
"131358",245,621000,1062000,0
"127447",223,1921000,1202000,0
"141645",72,111000,632000,0
"121586",401,301000,1392000,0
"11262",1011,-149000,4212000,0
"33013",240,-1759000,3502000,0
"111654",295,-359000,1702000,0
"137458",3726,-599000,822000,0
"126801",999,1311000,1222000,0
"19716",976,-1909000,3902000,0
"10261",1487,-1819000,4242000,0
"11669",3611,-1579000,4192000,0
"11682",802,-1449000,4192000,0
"98398",819,1491000,2062000,0
"138263",560,721000,792000,0
"12901",1097,-139000,4152000,0
"113065",122,361000,1662000,0
"34607",77,-1069000,3462000,0
"127891",345,531000,1182000,0
"21619",157,-929000,3842000,0
"11140",175,-1369000,4212000,0
"137759",84,151000,812000,0
"127666",550,1191000,1192000,0
"115677",116,341000,1582000,0
"138657",165,251000,772000,0
"115544",3741,-989000,1582000,0
"71815",246,-1179000,2652000,0
"127271",99,161000,1202000,0
"20867",190,931000,3872000,0
"100353",1053,1301000,2012000,0
"145830",64,-79000,432000,0
"36882",3950,-2079000,3402000,0
"109700",762,901000,1762000,0
"33738",2807,-2049000,3482000,0
"144621",264,421000,492000,0
"120171",576,1461000,1442000,0
"9469",191,-1639000,4272000,0
"92806",1552,-1229000,2192000,0
"144376",56,71000,502000,0
"25801",266,-1719000,3712000,0
"101138",493,1331000,1992000,0
"16064",164,-1309000,4032000,0
"13475",84,171000,4132000,0
"128872",467,1661000,1152000,0
"139568",370,661000,732000,0
"6635",46,-1639000,4392000,0
"135893",99,121000,892000,0
"13095",136,-909000,4142000,0
"11635",2403,-1919000,4192000,0
"149342",76,-209000,262000,0
"112920",1684,-1089000,1662000,0
"117888",119,371000,1512000,0
"110195",2771,-1169000,1742000,0
"124434",954,1461000,1302000,0
"129834",251,-239000,1112000,0
"108270",597,911000,1802000,0
"122809",143,341000,1352000,0
"12717",44,-1979000,4152000,0
"105712",693,1111000,1872000,0
"132029",529,1601000,1042000,0
"125301",551,1121000,1272000,0
"13836",2606,-1669000,4112000,0
"129362",341,801000,1132000,0
"67871",157,-1659000,2732000,0
"24819",250,-1609000,3742000,0
"81811",175,-819000,2442000,0
"29762",272,-1859000,3592000,0
"145905",595,671000,432000,0
"115280",1619,-419000,1592000,0
"134745",610,1051000,942000,0
"134494",621,1171000,952000,0
"124920",622,311000,1282000,0
"114797",759,1251000,1612000,0
"75121",4061,-1839000,2582000,0
"12663",94,191000,4162000,0
"82733",190,-849000,2422000,0
"9279",100,-1089000,4282000,0
"140356",115,-69000,692000,0
"130864",1510,1431000,1082000,0
"82223",382,-1329000,2432000,0
"4008",93,-1829000,4512000,0
"46551",1095,-2069000,3172000,0
"106458",768,1111000,1852000,0
"15703",130,661000,4052000,0
"120443",657,1111000,1432000,0
"149940",73,-209000,232000,0
"137166",861,1041000,842000,0
"90270",309,-1149000,2252000,0
"5345",69,-1029000,4452000,0
"47101",86,-1099000,3162000,0
"96099",3820,-1379000,2112000,0
"113601",3981,-869000,1642000,0
"119125",225,251000,1472000,0
"133843",90,181000,972000,0
"16283",1349,-1939000,4022000,0
"10214",21,491000,4252000,0
"147570",377,531000,352000,0
"135595",992,-409000,902000,0
"140580",89,41000,682000,0
"21255",198,-1419000,3852000,0
"135189",393,461000,922000,0
"539",1651,-1669000,4722000,0
"122804",167,291000,1352000,0
"112488",815,1231000,1682000,0
"9563",1156,-699000,4272000,0
"149268",2838,-949000,262000,0
"149486",1309,-769000,252000,0
"141485",554,621000,642000,0
"100727",606,1121000,2002000,0
"143989",194,421000,522000,0
"145110",496,-989000,462000,0
"9653",40,201000,4272000,0
"57726",425,971000,2942000,0
"39851",142,-1029000,3332000,0
"15709",6,1001000,4052000,0
"135186",244,431000,922000,0
"23076",278,821000,3802000,0
"118701",4504,-879000,1482000,0
"128380",895,-369000,1162000,0
"132321",1256,1681000,1032000,0
"44881",113,-1079000,3212000,0
"22474",1722,-1929000,3812000,0
"122907",1303,1321000,1352000,0
"143951",67,41000,522000,0
"138795",2708,-559000,762000,0
"73197",2315,-1879000,2622000,0
"134756",756,1161000,942000,0
"125595",498,1071000,1262000,0
"8809",68,-899000,4302000,0
"121163",5353,-879000,1402000,0
"149472",4377,-909000,252000,0
"145669",87,411000,442000,0
"38203",137,-1099000,3372000,0
"31195",268,-1809000,3552000,0
"127370",575,1151000,1202000,0
"14924",2951,-1649000,4072000,0
"140199",255,501000,702000,0
"103642",231,-649000,1922000,0
"132018",1157,1491000,1042000,0
"18332",229,-1409000,3952000,0
"108663",906,1231000,1792000,0
"83672",175,-639000,2402000,0
"143120",55,141000,562000,0
"30499",201,-1589000,3572000,0
"20652",184,-1329000,3872000,0
"131176",251,1671000,1072000,0
"21176",178,941000,3862000,0
"113449",815,901000,1652000,0
"89416",337,-1079000,2272000,0
"9702",1422,-1919000,4262000,0
"127040",334,771000,1212000,0
"141420",94,-29000,642000,0
"104013",525,-759000,1912000,0
"92072",178,-149000,2212000,0
"6677",110,-1219000,4392000,0
"129935",395,771000,1112000,0
"9526",78,-1069000,4272000,0
"3423",149,-1819000,4542000,0
"9742",2470,-1519000,4262000,0
"14617",38,-1999000,4082000,0
"117449",3962,-889000,1522000,0
"10607",117,-1149000,4232000,0
"142705",64,191000,582000,0
"145181",128,-279000,462000,0
"115865",3119,-969000,1572000,0
"122822",235,471000,1352000,0
"36902",276,-1879000,3402000,0
"6891",148,-1339000,4382000,0
"141046",370,451000,662000,0
"94514",183,-809000,2152000,0
"24768",35,-2119000,3742000,0
"120151",829,1261000,1442000,0
"17128",80,-2009000,3992000,0
"26468",271,-1679000,3692000,0
"136578",195,-229000,862000,0
"15732",2811,-1829000,4042000,0
"126261",2419,1801000,1242000,0
"9675",3,531000,4272000,0
"125574",407,861000,1262000,0
"29758",263,-1899000,3592000,0
"111108",781,1021000,1722000,0
"81010",313,461000,2462000,0
"23482",321,-1729000,3782000,0
"128561",951,1441000,1162000,0
"133008",99,151000,1002000,0
"20895",1853,-1929000,3862000,0
"19149",992,-1819000,3922000,0
"10061",106,-1039000,4252000,0
"131070",296,611000,1072000,0
"23100",19,1061000,3802000,0
"138252",666,611000,792000,0
"85040",139,-609000,2372000,0
"139531",222,291000,732000,0
"138362",1212,-499000,782000,0
"126799",979,1291000,1222000,0
"16035",789,-1599000,4032000,0
"32962",230,-2269000,3502000,0
"105255",544,291000,1882000,0
"9511",103,-1219000,4272000,0
"6896",133,-1289000,4382000,0
"140805",65,161000,672000,0
"107473",118,221000,1822000,0
"35702",263,-1889000,3432000,0
"45306",108,-1139000,3202000,0
"116386",607,1071000,1562000,0
"28081",2824,-1959000,3642000,0
"10278",615,-1649000,4242000,0
"42661",245,-1849000,3262000,0
"140832",219,431000,672000,0
"107848",114,321000,1812000,0
"30898",103,-1189000,3562000,0
"51021",123,1191000,3082000,0
"122896",498,1211000,1352000,0
"130489",376,561000,1092000,0
"133981",0,1561000,972000,0
"22495",593,-1719000,3812000,0
"123126",295,481000,1342000,0
"22793",2005,-2009000,3802000,0
"126643",304,-269000,1222000,0
"122789",91,141000,1352000,0
"115365",149,431000,1592000,0
"59693",163,1151000,2902000,0
"139119",236,501000,752000,0
"140587",75,111000,682000,0
"132669",1086,-459000,1012000,0
"139298",80,121000,742000,0
"132540",649,1051000,1022000,0
"127110",967,1471000,1212000,0
"138027",560,591000,802000,0
"107575",1055,1241000,1822000,0
"132411",213,-239000,1022000,0
"95342",184,-769000,2132000,0
"123421",175,401000,1332000,0
"141678",254,441000,632000,0
"138955",1057,1041000,762000,0
"38",44,-1379000,4842000,0
"127154",665,1911000,1212000,0
"31910",244,-1839000,3532000,0
"22158",3293,-1889000,3822000,0
"129060",341,661000,1142000,0
"143566",172,401000,542000,0
"135435",213,451000,912000,0
"669",191,-1559000,4712000,0
"15792",189,-1229000,4042000,0
"137732",147,-119000,812000,0
"146697",54,191000,392000,0
"119807",414,901000,1452000,0
"132947",868,-459000,1002000,0
"129405",550,1231000,1132000,0
"24470",1084,-1789000,3752000,0
"19687",149,911000,3912000,0
"107411",208,-399000,1822000,0
"36576",150,-1119000,3412000,0
"148873",3019,-879000,282000,0
"20390",138,-969000,3882000,0
"109138",2808,-1169000,1772000,0
"85496",129,-559000,2362000,0
"137023",406,-389000,842000,0
"109726",937,1161000,1762000,0
"119323",3699,-859000,1462000,0
"120841",39,2021000,1422000,0
"13040",226,-1459000,4142000,0
"121616",553,601000,1392000,0
"7047",2,-2029000,4372000,0
"93642",2209,-1229000,2172000,0
"16482",109,51000,4022000,0
"17704",63,-1979000,3972000,0
"19117",101,951000,3932000,0
"9465",129,-1679000,4272000,0
"23485",316,-1699000,3782000,0
"131150",1051,1411000,1072000,0
"144396",72,271000,502000,0
"107528",366,771000,1822000,0
"94060",725,-1199000,2162000,0
"122138",525,-279000,1372000,0
"12744",1271,-1709000,4152000,0
"137851",198,1071000,812000,0
"138250",612,591000,792000,0
"146900",67,121000,382000,0
"127801",843,-369000,1182000,0
"360",216,-1559000,4742000,0
"136",8,-1469000,4792000,0
"16915",184,-1289000,4002000,0
"13274",1185,-1839000,4132000,0
"7513",210,-1929000,4352000,0
"111931",4223,-979000,1692000,0
"133103",824,1101000,1002000,0
"133406",1234,1351000,992000,0
"80032",240,11000,2482000,0
"7559",1928,-1469000,4352000,0
"106097",1303,1221000,1862000,0
"137792",354,481000,812000,0
"149934",77,-269000,232000,0
"133497",4243,-509000,982000,0
"106479",901,1321000,1852000,0
"13548",2070,-1829000,4122000,0
"11440",103,-1119000,4202000,0
"107206",1021,1211000,1832000,0
"17731",2365,-1709000,3972000,0
"80520",319,221000,2472000,0
"82755",145,-629000,2422000,0
"6943",46,-819000,4382000,0
"108323",523,1441000,1802000,0
"130797",326,761000,1082000,0
"6839",69,-1859000,4382000,0
"100551",181,-639000,2002000,0
"140806",57,171000,672000,0
"8223",972,-1929000,4322000,0
"139080",83,111000,752000,0
"112813",871,1151000,1672000,0
"16882",1018,-1619000,4002000,0
"128507",493,901000,1162000,0
"15779",194,-1359000,4042000,0
"97840",242,-99000,2072000,0
"37293",849,-2019000,3392000,0
"92415",205,-929000,2202000,0
"98118",3111,-1309000,2062000,0
"32637",235,-1829000,3512000,0
"18887",243,-1569000,3932000,0
"57741",226,1121000,2942000,0
"39438",141,-1059000,3342000,0
"141904",512,591000,622000,0
"145516",1026,981000,452000,0
"132816",590,1011000,1012000,0
"127526",258,-209000,1192000,0
"58713",191,1121000,2922000,0
"30517",165,-1409000,3572000,0
