"","x","y","strat","Presence"
"153",-825500,470500,0.1,0
"154",-836500,431500,0.1,0
"155",-811500,465500,0.1,0
"156",-825500,455500,0.1,0
"157",-806500,550500,0.1,0
"158",-832500,457500,0.1,0
"159",-833500,451500,0.1,0
"160",-904500,306500,0.1,0
"161",-849500,465500,0.1,0
"162",-828500,437500,0.1,0
"163",-803500,540500,0.1,0
"164",-804500,536500,0.1,0
"165",-820500,465500,0.1,0
"166",-809500,546500,0.1,0
"167",-810500,538500,0.1,0
"168",-836500,447500,0.1,0
"169",-835500,450500,0.1,0
"170",-827500,464500,0.1,0
"171",-796500,554500,0.1,0
"172",-822500,436500,0.1,0
"173",-797500,530500,0.1,0
"174",-871500,246500,0.1,0
"175",-797500,524500,0.1,0
"176",-871500,255500,0.1,0
"177",-814500,560500,0.1,0
"178",-834500,445500,0.1,0
"179",-825500,553500,0.1,0
"180",-815500,447500,0.1,0
"181",-820500,435500,0.1,0
"182",-801500,567500,0.1,0
"183",-816500,438500,0.1,0
"184",-810500,542500,0.1,0
"185",-904500,305500,0.1,0
"186",-798500,544500,0.1,0
"187",-797500,539500,0.1,0
"188",-803500,540500,0.1,0
"189",-797500,549500,0.1,0
"190",-828500,449500,0.1,0
"191",-800500,563500,0.1,0
"192",-821500,467500,0.1,0
"193",-809500,533500,0.1,0
"194",-825500,549500,0.1,0
"195",-814500,581500,0.1,0
"196",-834500,437500,0.1,0
"197",-805500,616500,0.1,0
"198",-820500,437500,0.1,0
"199",-905500,288500,0.1,0
"200",-788500,584500,0.1,0
"201",-817500,546500,0.1,0
"202",-788500,554500,0.1,0
"203",-860500,477500,0.1,0
"204",-810500,619500,0.1,0
"205",-828500,444500,0.1,0
"206",-813500,448500,0.1,0
"207",-837500,434500,0.1,0
"208",-806500,615500,0.1,0
"209",-825500,552500,0.1,0
"210",-815500,443500,0.1,0
"211",-794500,549500,0.1,0
"212",-831500,450500,0.1,0
"213",-823500,466500,0.1,0
"214",-905500,305500,0.1,0
"215",-829500,474500,0.1,0
"216",-828500,470500,0.1,0
"217",-787500,554500,0.1,0
"218",-799500,554500,0.1,0
"219",-833500,445500,0.1,0
"220",-827500,468500,0.1,0
"221",-832500,438500,0.1,0
"222",-868500,243500,0.1,0
"223",-828500,462500,0.1,0
"224",-824500,451500,0.1,0
"225",-806500,541500,0.1,0
"226",-838500,428500,0.1,0
"227",-795500,542500,0.1,0
"228",-802500,548500,0.1,0
"229",-809500,618500,0.1,0
"230",-825500,466500,0.1,0
"231",-817500,561500,0.1,0
"232",-810500,614500,0.1,0
"233",-822500,449500,0.1,0
"234",-823500,449500,0.1,0
"235",-814500,445500,0.1,0
"236",-823500,548500,0.1,0
"237",-822500,449500,0.1,0
"238",-795500,547500,0.1,0
"239",-808500,548500,0.1,0
"240",-861500,475500,0.1,0
"241",-805500,536500,0.1,0
"242",-905500,313500,0.1,0
"243",-870500,256500,0.1,0
"244",-813500,445500,0.1,0
"245",-798500,534500,0.1,0
"246",-816500,452500,0.1,0
"247",-811500,557500,0.1,0
"248",-824500,442500,0.1,0
"249",-829500,461500,0.1,0
"250",-815500,452500,0.1,0
"251",-802500,546500,0.1,0
"252",-788500,604500,0.1,0
"253",-821500,471500,0.1,0
"254",-793500,553500,0.1,0
"255",-822500,471500,0.1,0
"256",-822500,473500,0.1,0
"257",-829500,456500,0.1,0
"258",-869500,246500,0.1,0
"259",-835500,437500,0.1,0
"260",-835500,446500,0.1,0
"261",-835500,456500,0.1,0
"262",-800500,546500,0.1,0
"263",-820500,435500,0.1,0
"264",-827500,524500,0.1,0
"265",-817500,470500,0.1,0
"266",-829500,461500,0.1,0
"267",-869500,255500,0.1,0
"268",-849500,467500,0.1,0
"269",-833500,465500,0.1,0
"270",-810500,556500,0.1,0
"271",-832500,443500,0.1,0
"272",-835500,434500,0.1,0
"273",-829500,459500,0.1,0
"274",-811500,457500,0.1,0
"275",-800500,522500,0.1,0
"276",-836500,451500,0.1,0
"277",-829500,468500,0.1,0
"278",-828500,472500,0.1,0
"279",-812500,582500,0.1,0
"280",-801500,542500,0.1,0
"281",-828500,553500,0.1,0
"282",-818500,466500,0.1,0
"283",-817500,468500,0.1,0
"284",-824500,477500,0.1,0
"285",-827500,473500,0.1,0
"286",-806500,616500,0.1,0
"287",-778500,557500,0.1,0
"288",-821500,545500,0.1,0
"289",-828500,446500,0.1,0
"290",-801500,564500,0.1,0
"291",-819500,457500,0.1,0
"292",-795500,542500,0.1,0
"293",-814500,604500,0.1,0
"294",-788500,601500,0.1,0
"295",-868500,241500,0.1,0
"296",-822500,550500,0.1,0
"297",-794500,656500,0.1,0
"298",-796500,541500,0.1,0
"299",-905500,309500,0.1,0
"300",-819500,454500,0.1,0
"301",-816500,452500,0.1,0
"302",-833500,456500,0.1,0
"303",-810500,557500,0.1,0
"304",-794500,544500,0.1,0
"305",-803500,536500,0.1,0
"306",-806500,528500,0.1,0
"307",-830500,472500,0.1,0
"308",-821500,548500,0.1,0
"309",-825500,463500,0.1,0
"310",-800500,566500,0.1,0
"311",-814500,543500,0.1,0
"312",-808500,618500,0.1,0
"313",-797500,541500,0.1,0
"314",-817500,455500,0.1,0
"315",-819500,450500,0.1,0
"316",-832500,450500,0.1,0
"317",-871500,248500,0.1,0
"318",-820500,468500,0.1,0
"319",-828500,546500,0.1,0
"320",-813500,582500,0.1,0
"321",-824500,542500,0.1,0
"322",-807500,528500,0.1,0
"323",-808500,532500,0.1,0
"324",-816500,437500,0.1,0
"325",-828500,448500,0.1,0
"326",-804500,548500,0.1,0
"327",-835500,455500,0.1,0
"328",-812500,541500,0.1,0
"329",-810500,554500,0.1,0
"330",-838500,451500,0.1,0
"331",-827500,538500,0.1,0
"332",-800500,532500,0.1,0
"333",-825500,622500,0.1,0
"334",-811500,539500,0.1,0
"335",-827500,551500,0.1,0
"336",-830500,442500,0.1,0
"337",-799500,552500,0.1,0
"338",-826500,457500,0.1,0
"339",-809500,542500,0.1,0
"340",-823500,461500,0.1,0
"341",-815500,450500,0.1,0
"342",-813500,558500,0.1,0
"343",-824500,473500,0.1,0
"344",-804500,550500,0.1,0
"345",-826500,538500,0.1,0
"346",-799500,553500,0.1,0
"347",-801500,582500,0.1,0
"348",-833500,436500,0.1,0
"349",-795500,540500,0.1,0
"350",-793500,541500,0.1,0
"351",-817500,453500,0.1,0
"352",-821500,441500,0.1,0
"353",-906500,310500,0.1,0
"354",-832500,459500,0.1,0
"355",-797500,547500,0.1,0
"356",-838500,468500,0.1,0
"357",-871500,243500,0.1,0
"358",-904500,307500,0.1,0
"359",-905500,283500,0.1,0
"360",-821500,547500,0.1,0
"361",-840500,434500,0.1,0
"362",-870500,241500,0.1,0
"363",-800500,551500,0.1,0
"364",-824500,472500,0.1,0
"365",-839500,469500,0.1,0
"366",-795500,540500,0.1,0
"367",-804500,534500,0.1,0
"368",-830500,462500,0.1,0
"369",-821500,457500,0.1,0
"370",-821500,544500,0.1,0
"371",-832500,439500,0.1,0
"372",-797500,540500,0.1,0
"373",-813500,451500,0.1,0
"374",-808500,540500,0.1,0
"375",-832500,439500,0.1,0
"376",-823500,456500,0.1,0
"377",-831500,450500,0.1,0
"378",-818500,463500,0.1,0
"379",-840500,428500,0.1,0
"380",-821500,450500,0.1,0
"381",-815500,462500,0.1,0
"382",-800500,548500,0.1,0
"383",-818500,544500,0.1,0
"384",-814500,446500,0.1,0
"385",-909500,244500,0.1,0
"386",-822500,450500,0.1,0
"387",-826500,475500,0.1,0
"388",-796500,541500,0.1,0
"389",-816500,435500,0.1,0
"390",-831500,438500,0.1,0
"391",-862500,476500,0.1,0
"392",-804500,533500,0.1,0
"393",-814500,446500,0.1,0
"394",-833500,439500,0.1,0
"395",-824500,538500,0.1,0
"396",-833500,442500,0.1,0
"397",-836500,457500,0.1,0
"398",-804500,546500,0.1,0
"399",-826500,461500,0.1,0
"400",-807500,541500,0.1,0
"401",-812500,462500,0.1,0
"402",-820500,440500,0.1,0
"403",-793500,550500,0.1,0
"404",-832500,443500,0.1,0
"405",-817500,469500,0.1,0
"406",-822500,451500,0.1,0
"407",-816500,448500,0.1,0
"408",-871500,249500,0.1,0
"409",-903500,308500,0.1,0
"410",-815500,547500,0.1,0
"411",-835500,459500,0.1,0
"412",-815500,546500,0.1,0
"413",-828500,470500,0.1,0
"414",-802500,528500,0.1,0
"415",-815500,545500,0.1,0
"416",-780500,556500,0.1,0
"417",-826500,546500,0.1,0
"418",-799500,607500,0.1,0
"419",-804500,619500,0.1,0
"420",-815500,561500,0.1,0
"421",-805500,527500,0.1,0
"422",-822500,469500,0.1,0
"423",-801500,541500,0.1,0
"424",-822500,456500,0.1,0
"425",-873500,259500,0.1,0
"426",-830500,470500,0.1,0
"427",-787500,554500,0.1,0
"428",-828500,468500,0.1,0
"429",-817500,446500,0.1,0
"430",-870500,255500,0.1,0
"431",-801500,521500,0.1,0
"432",-837500,427500,0.1,0
"433",-798500,539500,0.1,0
"434",-803500,535500,0.1,0
"435",-817500,470500,0.1,0
"436",-796500,543500,0.1,0
"437",-806500,547500,0.1,0
"438",-828500,441500,0.1,0
"439",-819500,435500,0.1,0
"440",-797500,527500,0.1,0
"441",-824500,455500,0.1,0
"442",-828500,447500,0.1,0
"443",-829500,468500,0.1,0
"444",-827500,477500,0.1,0
"445",-800500,527500,0.1,0
"446",-816500,469500,0.1,0
"447",-805500,537500,0.1,0
"448",-820500,456500,0.1,0
"449",-817500,446500,0.1,0
"450",-833500,455500,0.1,0
"451",-827500,459500,0.1,0
"452",-824500,537500,0.1,0
"453",-812500,583500,0.1,0
"454",-817500,443500,0.1,0
"455",-825500,552500,0.1,0
"456",-868500,247500,0.1,0
"457",-818500,547500,0.1,0
"458",-806500,544500,0.1,0
"459",-789500,603500,0.1,0
"460",-796500,537500,0.1,0
"461",-806500,539500,0.1,0
"462",-810500,584500,0.1,0
"463",-795500,540500,0.1,0
"464",-803500,529500,0.1,0
"465",-787500,600500,0.1,0
"466",-827500,472500,0.1,0
"467",-831500,455500,0.1,0
"468",-834500,455500,0.1,0
"469",-819500,466500,0.1,0
"470",-816500,561500,0.1,0
"471",-815500,578500,0.1,0
"472",-822500,462500,0.1,0
"473",-849500,468500,0.1,0
"474",-823500,542500,0.1,0
"475",-835500,452500,0.1,0
"476",-821500,456500,0.1,0
"477",-796500,540500,0.1,0
"478",-817500,469500,0.1,0
"479",-822500,546500,0.1,0
"480",-832500,461500,0.1,0
"481",-823500,543500,0.1,0
"482",-789500,606500,0.1,0
"483",-814500,437500,0.1,0
"484",-787500,600500,0.1,0
"485",-801500,533500,0.1,0
"486",-823500,454500,0.1,0
"487",-814500,445500,0.1,0
"488",-824500,459500,0.1,0
"489",-829500,474500,0.1,0
"490",-797500,545500,0.1,0
"491",-803500,542500,0.1,0
"492",-820500,436500,0.1,0
"493",-812500,457500,0.1,0
"494",-786500,603500,0.1,0
"495",-905500,311500,0.1,0
"496",-828500,448500,0.1,0
"497",-817500,440500,0.1,0
"498",-832500,468500,0.1,0
"499",-834500,433500,0.1,0
"500",-826500,543500,0.1,0
"501",-905500,311500,0.1,0
"502",-830500,476500,0.1,0
"503",-869500,241500,0.1,0
"504",-804500,542500,0.1,0
"505",-797500,529500,0.1,0
"506",-812500,462500,0.1,0
"507",-817500,546500,0.1,0
"508",-815500,436500,0.1,0
"509",-800500,565500,0.1,0
"510",-824500,520500,0.1,0
"511",-832500,451500,0.1,0
"512",-868500,243500,0.1,0
"513",-803500,550500,0.1,0
"514",-807500,530500,0.1,0
"515",-835500,457500,0.1,0
"516",-804500,535500,0.1,0
"517",-817500,443500,0.1,0
"518",-815500,454500,0.1,0
"519",-800500,548500,0.1,0
"520",-837500,436500,0.1,0
"521",-869500,251500,0.1,0
"522",-825500,622500,0.1,0
"523",-835500,457500,0.1,0
"524",-835500,433500,0.1,0
"525",-824500,473500,0.1,0
"526",-824500,537500,0.1,0
"527",-826500,541500,0.1,0
"528",-834500,447500,0.1,0
"529",-802500,527500,0.1,0
"530",-816500,447500,0.1,0
"531",-826500,454500,0.1,0
"532",-778500,557500,0.1,0
"533",-871500,253500,0.1,0
"534",-817500,439500,0.1,0
"535",-806500,548500,0.1,0
"536",-811500,458500,0.1,0
"537",-868500,242500,0.1,0
"538",-802500,531500,0.1,0
"539",-816500,452500,0.1,0
"540",-814500,449500,0.1,0
"541",-824500,455500,0.1,0
"542",-822500,549500,0.1,0
"543",-834500,449500,0.1,0
"544",-820500,468500,0.1,0
"545",-809500,535500,0.1,0
"546",-834500,431500,0.1,0
"547",-805500,544500,0.1,0
"548",-825500,473500,0.1,0
"549",-828500,461500,0.1,0
"550",-834500,444500,0.1,0
"551",-836500,427500,0.1,0
"552",-871500,247500,0.1,0
"553",-825500,542500,0.1,0
"554",-810500,617500,0.1,0
"555",-808500,617500,0.1,0
"556",-820500,462500,0.1,0
"557",-798500,555500,0.1,0
"558",-868500,249500,0.1,0
"559",-820500,544500,0.1,0
"560",-806500,550500,0.1,0
"561",-794500,542500,0.1,0
"562",-807500,615500,0.1,0
"563",-803500,529500,0.1,0
"564",-870500,242500,0.1,0
"565",-904500,309500,0.1,0
"566",-805500,546500,0.1,0
"567",-870500,239500,0.1,0
"568",-821500,455500,0.1,0
"569",-818500,545500,0.1,0
"570",-822500,472500,0.1,0
"571",-827500,446500,0.1,0
"572",-816500,464500,0.1,0
"573",-871500,256500,0.1,0
"574",-820500,472500,0.1,0
"575",-821500,449500,0.1,0
"576",-817500,469500,0.1,0
"577",-825500,469500,0.1,0
"578",-818500,562500,0.1,0
"579",-836500,435500,0.1,0
"580",-818500,452500,0.1,0
"581",-824500,473500,0.1,0
"582",-905500,311500,0.1,0
"583",-815500,437500,0.1,0
"584",-822500,551500,0.1,0
"585",-849500,467500,0.1,0
"586",-826500,463500,0.1,0
"587",-797500,527500,0.1,0
"588",-801500,565500,0.1,0
"589",-825500,547500,0.1,0
"590",-834500,442500,0.1,0
"591",-873500,258500,0.1,0
"592",-787500,601500,0.1,0
"593",-806500,545500,0.1,0
"594",-827500,466500,0.1,0
"595",-800500,525500,0.1,0
"596",-815500,444500,0.1,0
"597",-797500,527500,0.1,0
"598",-804500,549500,0.1,0
"599",-801500,544500,0.1,0
"600",-822500,463500,0.1,0
"601",-827500,452500,0.1,0
"602",-838500,428500,0.1,0
"603",-814500,463500,0.1,0
"604",-910500,246500,0.1,0
"605",-809500,537500,0.1,0
"606",-800500,549500,0.1,0
"607",-825500,474500,0.1,0
"608",-815500,437500,0.1,0
"609",-799500,530500,0.1,0
"610",-798500,540500,0.1,0
"611",-808500,533500,0.1,0
"612",-828500,438500,0.1,0
"613",-838500,428500,0.1,0
"614",-824500,456500,0.1,0
"615",-811500,582500,0.1,0
"616",-807500,538500,0.1,0
"617",-807500,618500,0.1,0
"618",-812500,544500,0.1,0
"619",-815500,605500,0.1,0
"620",-826500,462500,0.1,0
"621",-833500,439500,0.1,0
"622",-862500,477500,0.1,0
"623",-835500,445500,0.1,0
"624",-831500,448500,0.1,0
"625",-815500,453500,0.1,0
"626",-825500,462500,0.1,0
"627",-831500,452500,0.1,0
"628",-827500,476500,0.1,0
"629",-836500,434500,0.1,0
"630",-810500,615500,0.1,0
"631",-819500,547500,0.1,0
"632",-827500,454500,0.1,0
"633",-834500,456500,0.1,0
"634",-810500,615500,0.1,0
"635",-870500,252500,0.1,0
"636",-812500,457500,0.1,0
"637",-859500,474500,0.1,0
"638",-799500,544500,0.1,0
"639",-829500,460500,0.1,0
"640",-817500,453500,0.1,0
"641",-838500,428500,0.1,0
"642",-801500,543500,0.1,0
"643",-816500,466500,0.1,0
"644",-803500,530500,0.1,0
"645",-799500,547500,0.1,0
"646",-826500,457500,0.1,0
"647",-825500,465500,0.1,0
"648",-869500,240500,0.1,0
"649",-788500,600500,0.1,0
"650",-826500,551500,0.1,0
"651",-832500,454500,0.1,0
"652",-830500,447500,0.1,0
"653",-831500,451500,0.1,0
"654",-801500,550500,0.1,0
"655",-800500,529500,0.1,0
"656",-815500,544500,0.1,0
"657",-806500,535500,0.1,0
"658",-802500,548500,0.1,0
"659",-826500,542500,0.1,0
"660",-818500,453500,0.1,0
"661",-821500,438500,0.1,0
"662",-808500,529500,0.1,0
"663",-828500,458500,0.1,0
"664",-803500,541500,0.1,0
"665",-818500,826500,0.1,0
"666",-831500,448500,0.1,0
"667",-824500,463500,0.1,0
"668",-815500,547500,0.1,0
"669",-799500,543500,0.1,0
"670",-822500,454500,0.1,0
"671",-816500,445500,0.1,0
"672",-814500,437500,0.1,0
"673",-819500,462500,0.1,0
"674",-832500,455500,0.1,0
"675",-830500,473500,0.1,0
"676",-798500,525500,0.1,0
"677",-825500,474500,0.1,0
"678",-833500,455500,0.1,0
"679",-828500,448500,0.1,0
"680",-836500,450500,0.1,0
"681",-904500,288500,0.1,0
"682",-814500,445500,0.1,0
"683",-806500,545500,0.1,0
"684",-805500,616500,0.1,0
"685",-824500,540500,0.1,0
"686",-812500,561500,0.1,0
"687",-825500,471500,0.1,0
"688",-816500,447500,0.1,0
"689",-869500,250500,0.1,0
"690",-811500,559500,0.1,0
"691",-820500,446500,0.1,0
"692",-833500,466500,0.1,0
"693",-798500,540500,0.1,0
"694",-831500,457500,0.1,0
"695",-824500,459500,0.1,0
"696",-795500,541500,0.1,0
"697",-815500,561500,0.1,0
"698",-817500,560500,0.1,0
"699",-816500,436500,0.1,0
"700",-832500,463500,0.1,0
"701",-799500,546500,0.1,0
"702",-801500,544500,0.1,0
"703",-793500,544500,0.1,0
"704",-862500,474500,0.1,0
"705",-821500,461500,0.1,0
"706",-801500,525500,0.1,0
"707",-823500,473500,0.1,0
"708",-804500,545500,0.1,0
"709",-825500,458500,0.1,0
"710",-798500,551500,0.1,0
"711",-905500,314500,0.1,0
"712",-823500,456500,0.1,0
"713",-811500,585500,0.1,0
"714",-828500,449500,0.1,0
"715",-817500,468500,0.1,0
"716",-800500,546500,0.1,0
"717",-800500,522500,0.1,0
"718",-811500,582500,0.1,0
"719",-824500,472500,0.1,0
"720",-823500,473500,0.1,0
"721",-814500,447500,0.1,0
"722",-817500,468500,0.1,0
"723",-828500,448500,0.1,0
"724",-809500,535500,0.1,0
"725",-832500,441500,0.1,0
"726",-824500,461500,0.1,0
"727",-802500,549500,0.1,0
"728",-808500,539500,0.1,0
"729",-821500,446500,0.1,0
"730",-825500,622500,0.1,0
"731",-787500,581500,0.1,0
"732",-872500,246500,0.1,0
"733",-808500,541500,0.1,0
"734",-814500,441500,0.1,0
"735",-829500,460500,0.1,0
"736",-809500,555500,0.1,0
"737",-905500,315500,0.1,0
"738",-822500,470500,0.1,0
"739",-811500,455500,0.1,0
"740",-832500,439500,0.1,0
"741",-817500,548500,0.1,0
"742",-825500,469500,0.1,0
"743",-827500,451500,0.1,0
"744",-905500,312500,0.1,0
"745",-840500,434500,0.1,0
"746",-816500,465500,0.1,0
"747",-798500,530500,0.1,0
"748",-790500,603500,0.1,0
"749",-806500,531500,0.1,0
"750",-801500,568500,0.1,0
"751",-828500,546500,0.1,0
"752",-832500,450500,0.1,0
"753",-797500,525500,0.1,0
"754",-825500,475500,0.1,0
"755",-826500,453500,0.1,0
"756",-794500,550500,0.1,0
"757",-811500,582500,0.1,0
"758",-819500,458500,0.1,0
"759",-824500,472500,0.1,0
"760",-807500,540500,0.1,0
"761",-868500,243500,0.1,0
"762",-830500,456500,0.1,0
"763",-789500,602500,0.1,0
"764",-824500,470500,0.1,0
"765",-835500,433500,0.1,0
"766",-903500,304500,0.1,0
"767",-824500,470500,0.1,0
"768",-812500,614500,0.1,0
"769",-812500,620500,0.1,0
"770",-828500,440500,0.1,0
"771",-830500,437500,0.1,0
"772",-786500,603500,0.1,0
"773",-823500,546500,0.1,0
"774",-828500,457500,0.1,0
"775",-836500,449500,0.1,0
"776",-796500,537500,0.1,0
"777",-815500,545500,0.1,0
"778",-909500,244500,0.1,0
"779",-825500,455500,0.1,0
"780",-895500,392500,0.1,0
"781",-827500,547500,0.1,0
"782",-813500,465500,0.1,0
"783",-792500,550500,0.1,0
"784",-795500,538500,0.1,0
"785",-812500,462500,0.1,0
"786",-803500,532500,0.1,0
"787",-835500,459500,0.1,0
"788",-801500,563500,0.1,0
"789",-793500,541500,0.1,0
"790",-835500,449500,0.1,0
"791",-825500,444500,0.1,0
"792",-818500,455500,0.1,0
"793",-827500,524500,0.1,0
"794",-788500,555500,0.1,0
"795",-826500,462500,0.1,0
"796",-794500,551500,0.1,0
"797",-836500,434500,0.1,0
"798",-825500,444500,0.1,0
"799",-823500,460500,0.1,0
"800",-820500,446500,0.1,0
"801",-849500,467500,0.1,0
"802",-835500,449500,0.1,0
"803",-836500,451500,0.1,0
"804",-834500,441500,0.1,0
"805",-804500,546500,0.1,0
"806",-815500,543500,0.1,0
"807",-904500,313500,0.1,0
"808",-824500,465500,0.1,0
"809",-822500,470500,0.1,0
"810",-815500,437500,0.1,0
"811",-827500,538500,0.1,0
"812",-788500,581500,0.1,0
"813",-833500,451500,0.1,0
"814",-818500,543500,0.1,0
"815",-830500,444500,0.1,0
"816",-817500,545500,0.1,0
"817",-827500,459500,0.1,0
"818",-793500,546500,0.1,0
"819",-836500,429500,0.1,0
"820",-831500,456500,0.1,0
"821",-835500,448500,0.1,0
"822",-822500,454500,0.1,0
"823",-829500,474500,0.1,0
"824",-828500,452500,0.1,0
"825",-857500,519500,0.1,0
"826",-826500,552500,0.1,0
"827",-832500,456500,0.1,0
"828",-811500,583500,0.1,0
"829",-862500,475500,0.1,0
"830",-828500,478500,0.1,0
"831",-813500,447500,0.1,0
"832",-830500,448500,0.1,0
"833",-816500,440500,0.1,0
"834",-809500,538500,0.1,0
"835",-829500,477500,0.1,0
"836",-905500,311500,0.1,0
"837",-812500,540500,0.1,0
"838",-812500,560500,0.1,0
"839",-819500,443500,0.1,0
"840",-812500,616500,0.1,0
"841",-809500,615500,0.1,0
"842",-828500,547500,0.1,0
"843",-827500,470500,0.1,0
"844",-827500,475500,0.1,0
"845",-904500,308500,0.1,0
"846",-836500,435500,0.1,0
"847",-835500,430500,0.1,0
"848",-870500,248500,0.1,0
"849",-820500,545500,0.1,0
"850",-798500,540500,0.1,0
"851",-822500,446500,0.1,0
"852",-824500,457500,0.1,0
"853",-816500,446500,0.1,0
"854",-825500,457500,0.1,0
"855",-825500,457500,0.1,0
"856",-798500,550500,0.1,0
"857",-827500,544500,0.1,0
"858",-829500,440500,0.1,0
"859",-813500,462500,0.1,0
"860",-817500,451500,0.1,0
"861",-801500,581500,0.1,0
"862",-808500,620500,0.1,0
"863",-820500,437500,0.1,0
"864",-821500,439500,0.1,0
"865",-806500,536500,0.1,0
"866",-820500,442500,0.1,0
"867",-827500,542500,0.1,0
"868",-799500,541500,0.1,0
"869",-837500,449500,0.1,0
"870",-809500,620500,0.1,0
"871",-822500,474500,0.1,0
"872",-905500,315500,0.1,0
"873",-815500,454500,0.1,0
