"","elevation","x","y","Presence"
"99660",0,-1709000,2022000,0
"28397",1787,-2079000,3632000,0
"146595",4339,-829000,392000,0
"146834",444,-539000,382000,0
"121832",540,-289000,1382000,0
"88479",4544,-1749000,2292000,0
"6643",2593,-1559000,4392000,0
"30819",660,-1979000,3562000,0
"145136",2130,-729000,462000,0
"66849",1739,-2059000,2752000,0
"2917",46,-1639000,4572000,0
"110576",3988,-839000,1732000,0
"122444",500,-269000,1362000,0
"146183",2715,-749000,412000,0
"43501",1786,-2029000,3242000,0
"120558",3698,-809000,1422000,0
"111608",3967,-819000,1702000,0
"13019",1099,-1669000,4142000,0
"98904",4333,-1389000,2042000,0
"63854",39,-2189000,2812000,0
"129247",450,-349000,1132000,0
"104696",1763,-1519000,1892000,0
"146001",434,-469000,422000,0
"146003",618,-449000,422000,0
"125150",648,-389000,1272000,0
"106625",3815,-919000,1842000,0
"77989",265,-1639000,2522000,0
"99273",1186,-1639000,2032000,0
"125705",3728,-799000,1252000,0
"80317",4139,-1809000,2472000,0
"130965",605,-439000,1072000,0
"28400",3377,-2049000,3632000,0
"42627",34,-2189000,3262000,0
"14375",1093,-1709000,4092000,0
"56440",2418,-2179000,2962000,0
"96539",1318,-1039000,2102000,0
"106247",3815,-999000,1852000,0
"133195",3728,-759000,992000,0
"103554",1606,-1529000,1922000,0
"125397",1826,-909000,1262000,0
"126915",2964,-479000,1212000,0
"59838",5,-2299000,2892000,0
"149061",554,-1009000,272000,0
"142809",3943,-869000,572000,0
"140528",1065,-479000,682000,0
"35290",2761,-2059000,3442000,0
"97691",3835,-1589000,2072000,0
"111592",4292,-979000,1702000,0
"3288",5,-1359000,4552000,0
"109899",2408,-629000,1752000,0
"18570",2176,-1879000,3942000,0
"5972",2249,-1449000,4422000,0
"24457",3679,-1919000,3752000,0
"119318",4670,-909000,1462000,0
"28724",954,-2119000,3622000,0
"128341",4733,-759000,1162000,0
"142602",4942,-839000,582000,0
"21833",2759,-1959000,3832000,0
"126582",3392,-879000,1222000,0
"117748",674,-1029000,1512000,0
"62347",3551,-2129000,2842000,0
"106963",4822,-1219000,1832000,0
"5310",2121,-1379000,4452000,0
"107739",2001,-769000,1812000,0
"135060",2413,-829000,922000,0
"129192",2383,-899000,1132000,0
"35685",3270,-2059000,3432000,0
"86267",1606,-1809000,2342000,0
"66872",297,-1829000,2752000,0
"138353",2378,-589000,782000,0
"128365",3617,-519000,1162000,0
"34494",248,-2199000,3462000,0
"145786",1071,-519000,432000,0
"75598",2653,-1849000,2572000,0
"110208",4538,-1039000,1742000,0
"83099",4615,-1789000,2412000,0
"110604",441,-559000,1732000,0
"138356",3131,-559000,782000,0
"126035",2772,-459000,1242000,0
"6871",1853,-1539000,4382000,0
"117140",3754,-839000,1532000,0
"135075",3826,-679000,922000,0
"10009",1589,-1559000,4252000,0
"98912",3547,-1309000,2042000,0
"116864",1348,-449000,1542000,0
"104334",4985,-1349000,1902000,0
"139246",395,-399000,742000,0
"10537",2661,-1849000,4232000,0
"64885",1830,-1889000,2792000,0
"10293",1839,-1499000,4242000,0
"118439",1445,-379000,1492000,0
"145754",6160,-839000,432000,0
"98903",4308,-1399000,2042000,0
"102446",3891,-1089000,1952000,0
"123292",4226,-889000,1332000,0
"144479",260,-999000,492000,0
"100461",4297,-1539000,2002000,0
"139977",263,431000,712000,0
"127501",1744,-459000,1192000,0
"10812",711,-1879000,4222000,0
"72231",3782,-1869000,2642000,0
"16296",2182,-1809000,4022000,0
"127516",377,-309000,1192000,0
"97333",5136,-1159000,2082000,0
"1583",73,-1489000,4652000,0
"52585",1321,-2159000,3042000,0
"146180",3030,-779000,412000,0
"137922",1023,-459000,802000,0
"116551",1265,-429000,1552000,0
"68341",1823,-1849000,2722000,0
"24461",1631,-1879000,3752000,0
"148076",966,-679000,322000,0
"112989",734,-399000,1662000,0
"4883",2268,-1369000,4472000,0
"6877",2596,-1479000,4382000,0
"106629",4678,-879000,1842000,0
"98545",2463,-1009000,2052000,0
"142632",1903,-539000,582000,0
"138243",266,521000,792000,0
"43496",3207,-2079000,3242000,0
"92352",3784,-1559000,2202000,0
"117450",3976,-879000,1522000,0
"131229",4612,-669000,1062000,0
"79838",1389,-1929000,2482000,0
"72717",3621,-1849000,2632000,0
"100510",4636,-1049000,2002000,0
"86261",293,-1869000,2342000,0
"127176",4140,-789000,1202000,0
"147667",452,-599000,342000,0
"116876",471,-329000,1542000,0
"142426",426,-499000,592000,0
"143659",4159,-769000,532000,0
"114954",1847,-439000,1602000,0
"50226",1828,-2069000,3092000,0
"147859",1342,-769000,332000,0
"139202",3669,-839000,742000,0
"143229",4588,-869000,552000,0
"107012",1770,-729000,1832000,0
"457",134,-1499000,4732000,0
"61832",8,-2259000,2852000,0
"100907",5277,-979000,1992000,0
"119630",3765,-869000,1452000,0
"141372",946,-509000,642000,0
"15447",1544,-1899000,4052000,0
"116247",447,-319000,1562000,0
"18566",945,-1919000,3942000,0
"142208",2357,-579000,602000,0
"144729",789,-599000,482000,0
"86293",923,-1549000,2342000,0
"98941",4430,-1019000,2042000,0
"129523",2113,-469000,1122000,0
"135095",753,-479000,922000,0
"95295",4279,-1239000,2132000,0
"108816",3783,-829000,1782000,0
"100090",4217,-1329000,2012000,0
"129525",1053,-449000,1122000,0
"64872",3091,-2019000,2792000,0
"34893",3411,-2109000,3452000,0
"11660",422,-1669000,4192000,0
"119621",2204,-959000,1452000,0
"18898",230,-1459000,3932000,0
"78909",3881,-1849000,2502000,0
"13821",2487,-1819000,4112000,0
"104379",3112,-899000,1902000,0
"82625",388,-1929000,2422000,0
"105847",4771,-1279000,1862000,0
"106606",4276,-1109000,1842000,0
"93646",583,-1189000,2172000,0
"123046",869,-319000,1342000,0
"122686",4322,-889000,1352000,0
"120245",4039,-869000,1432000,0
"144736",599,-529000,482000,0
"84928",4404,-1729000,2372000,0
"135091",1765,-519000,922000,0
"119316",3773,-929000,1462000,0
"12213",2265,-1599000,4172000,0
"120586",3106,-529000,1422000,0
"110608",249,-519000,1732000,0
"105508",4378,-929000,1872000,0
"15451",1190,-1859000,4052000,0
"129786",4313,-719000,1112000,0
"138807",524,-439000,762000,0
"14354",1571,-1919000,4092000,0
"134859",251,-349000,932000,0
"104761",1671,-869000,1892000,0
"38516",2384,-2069000,3362000,0
"137007",3870,-549000,842000,0
"116825",3750,-839000,1542000,0
"80328",2899,-1699000,2472000,0
"4671",1713,-1379000,4482000,0
"95658",1493,-1699000,2122000,0
"138377",308,-349000,782000,0
"46085",0,-2229000,3182000,0
"149700",353,-619000,242000,0
"113626",2395,-619000,1642000,0
"129811",1478,-469000,1112000,0
"59366",3113,-2119000,2902000,0
"93633",1654,-1319000,2172000,0
"53066",3065,-2129000,3032000,0
"129231",4432,-509000,1132000,0
"143679",2534,-569000,532000,0
"31879",1491,-2149000,3532000,0
"88932",4253,-1579000,2282000,0
"134845",912,-489000,932000,0
"69297",1033,-2049000,2702000,0
"110571",3876,-889000,1732000,0
"122071",1399,-949000,1372000,0
"5104",174,-1289000,4462000,0
"3113",29,-1339000,4562000,0
"95286",2974,-1329000,2132000,0
"129772",2672,-859000,1112000,0
"113921",4661,-959000,1632000,0
"138814",318,-369000,762000,0
"119628",3994,-889000,1452000,0
"141139",3627,-729000,652000,0
"3480",1347,-1249000,4542000,0
"138364",979,-479000,782000,0
"114939",3054,-589000,1602000,0
"122676",992,-989000,1352000,0
"94869",2907,-1389000,2142000,0
"120551",4268,-879000,1422000,0
"108397",1068,-1429000,1792000,0
"1577",1328,-1549000,4652000,0
"81700",407,-1929000,2442000,0
"105102",4889,-1239000,1882000,0
"108457",4367,-829000,1792000,0
"146628",663,-499000,392000,0
"36883",3917,-2069000,3402000,0
"128621",3313,-849000,1152000,0
"120894",3518,-509000,1412000,0
"135589",542,-469000,902000,0
"115561",3838,-819000,1582000,0
"24785",1518,-1949000,3742000,0
"115869",5029,-929000,1572000,0
"141330",1412,-929000,642000,0
"96522",3384,-1209000,2102000,0
"149696",757,-659000,242000,0
"105498",3821,-1029000,1872000,0
"113294",3176,-649000,1652000,0
"72234",1815,-1839000,2642000,0
"146832",1375,-559000,382000,0
"142614",3893,-719000,582000,0
"97292",4571,-1569000,2082000,0
"2407",72,-1619000,4602000,0
"96074",3769,-1629000,2112000,0
"60361",2199,-1989000,2882000,0
"126576",811,-939000,1222000,0
"137464",1550,-539000,822000,0
"16031",2738,-1639000,4032000,0
"111582",4293,-1079000,1702000,0
"122735",1167,-399000,1352000,0
"70757",1192,-2049000,2672000,0
"137001",4714,-609000,842000,0
"150090",1732,-689000,222000,0
"105137",4011,-889000,1882000,0
"100449",554,-1659000,2002000,0
"64354",8,-2209000,2802000,0
"117495",1685,-429000,1522000,0
"32611",2688,-2089000,3512000,0
"108778",2517,-1209000,1782000,0
"150056",810,-1029000,222000,0
"10584",192,-1379000,4232000,0
"435",419,-1719000,4732000,0
"93170",0,-1779000,2182000,0
"145974",3744,-739000,422000,0
"110899",4729,-1069000,1722000,0
"147433",3797,-839000,352000,0
"102083",1440,-859000,1962000,0
"62854",1907,-2099000,2832000,0
"2582",449,-1559000,4592000,0
"149502",325,-609000,252000,0
"1070",20,-1729000,4682000,0
"34906",389,-1979000,3452000,0
"118429",2793,-479000,1492000,0
"139665",1752,-529000,722000,0
"146405",766,-629000,402000,0
"150055",151,-1039000,222000,0
"79839",1520,-1919000,2482000,0
"102024",4372,-1449000,1962000,0
"134333",435,-439000,952000,0
"75599",4470,-1839000,2572000,0
"113574",1069,-1139000,1642000,0
"21531",679,-1809000,3842000,0
"41793",4141,-2089000,3282000,0
"9697",843,-1969000,4262000,0
"135332",3816,-579000,912000,0
"4260",1544,-1339000,4502000,0
"76065",4638,-1939000,2562000,0
"144290",4744,-789000,502000,0
"147243",1927,-649000,362000,0
"22142",57,-2049000,3822000,0
"33732",2734,-2109000,3482000,0
"76539",2517,-1949000,2552000,0
"54989",2203,-2139000,2992000,0
"101618",566,-1639000,1972000,0
"138793",3061,-579000,762000,0
"63884",1524,-1889000,2812000,0
"147207",419,-1009000,362000,0
"91065",3247,-1739000,2232000,0
"146592",4033,-859000,392000,0
"114632",1426,-399000,1612000,0
"52099",647,-2249000,3052000,0
"102860",567,-799000,1942000,0
"127514",500,-329000,1192000,0
"81702",919,-1909000,2442000,0
"117435",644,-1029000,1522000,0
"67851",1503,-1859000,2732000,0
"2598",141,-1299000,4592000,0
"115592",2046,-509000,1582000,0
"117131",4289,-929000,1532000,0
"110594",4199,-659000,1732000,0
"37285",2590,-2099000,3392000,0
"139442",2844,-599000,732000,0
"140631",301,551000,682000,0
"148664",4015,-949000,292000,0
"114612",3256,-599000,1612000,0
"16040",213,-1549000,4032000,0
"106279",1124,-679000,1852000,0
"25111",610,-1999000,3732000,0
"145570",877,-579000,442000,0
"120266",4147,-659000,1432000,0
"146380",4009,-879000,402000,0
"37691",3110,-2119000,3382000,0
"121180",3810,-709000,1402000,0
"105083",3604,-1429000,1882000,0
"100519",4282,-959000,2002000,0
"1919",11,-1469000,4632000,0
"3476",3554,-1289000,4542000,0
"101648",4763,-1339000,1972000,0
"136309",3203,-559000,872000,0
"97731",4522,-1189000,2072000,0
"2592",1,-1459000,4592000,0
"90643",4921,-1699000,2242000,0
"103189",4720,-1349000,1932000,0
"17759",200,-1429000,3972000,0
"141982",4307,-739000,612000,0
"117496",1988,-419000,1522000,0
"113281",3743,-779000,1652000,0
"114898",3505,-999000,1602000,0
"105823",593,-1519000,1862000,0
"126335",1582,-409000,1232000,0
"41382",3150,-2119000,3292000,0
"3669",1385,-1269000,4532000,0
"97736",5437,-1139000,2072000,0
"62832",27,-2319000,2832000,0
"136302",4363,-629000,872000,0
"100869",4396,-1359000,1992000,0
"78914",3555,-1799000,2502000,0
"114911",4003,-869000,1602000,0
"105113",4640,-1129000,1882000,0
"120909",1235,-359000,1412000,0
"119311",1541,-979000,1462000,0
"41378",1578,-2159000,3292000,0
"104000",3004,-889000,1912000,0
"118133",491,-309000,1502000,0
"4267",258,-1269000,4502000,0
"98489",4321,-1569000,2052000,0
"42641",1178,-2049000,3262000,0
"16323",196,-1539000,4022000,0
"140294",4357,-689000,692000,0
"126924",1890,-389000,1212000,0
"95302",2428,-1169000,2132000,0
"75590",1738,-1929000,2572000,0
"30453",2935,-2049000,3572000,0
"38101",3956,-2119000,3372000,0
"126626",2366,-439000,1222000,0
"32620",1603,-1999000,3512000,0
"137931",338,-369000,802000,0
"144898",174,-1009000,472000,0
"147844",3190,-919000,332000,0
"94464",2229,-1309000,2152000,0
"139441",2527,-609000,732000,0
"150089",2120,-699000,222000,0
"53543",2277,-2149000,3022000,0
"127211",2459,-439000,1202000,0
"134335",465,-419000,952000,0
"124854",740,-349000,1282000,0
"61842",231,-2159000,2852000,0
"136771",5280,-609000,852000,0
"42638",3574,-2079000,3262000,0
"147469",291,-479000,352000,0
"137017",1021,-449000,842000,0
"144698",3484,-909000,482000,0
"146423",392,-449000,402000,0
"102143",238,-259000,1962000,0
"117486",2401,-519000,1522000,0
"104377",3698,-919000,1902000,0
"144060",497,-979000,512000,0
"9236",1067,-1519000,4282000,0
"127510",937,-369000,1192000,0
"25429",32,-2129000,3722000,0
"141993",4417,-629000,612000,0
"83103",4147,-1749000,2412000,0
"3855",661,-1369000,4522000,0
"90644",5046,-1689000,2242000,0
"43048",90,-2279000,3252000,0
"74640",2246,-1869000,2592000,0
"58413",871,-1879000,2922000,0
"438",263,-1689000,4732000,0
"101684",4940,-979000,1972000,0
"138585",725,-469000,772000,0
"128639",4639,-669000,1152000,0
"1076",3290,-1669000,4682000,0
"83106",4199,-1719000,2412000,0
"30798",291,-2189000,3562000,0
"116192",3822,-869000,1562000,0
"87153",1324,-1829000,2322000,0
"142198",3814,-679000,602000,0
"120548",4002,-909000,1422000,0
"95685",4187,-1429000,2122000,0
"11383",586,-1689000,4202000,0
"134331",427,-459000,952000,0
"77953",0,-1999000,2522000,0
"106194",315,-1529000,1852000,0
"5533",225,-1319000,4442000,0
"139459",769,-429000,732000,0
"111912",908,-1169000,1692000,0
"123602",3660,-819000,1322000,0
"37694",3322,-2089000,3382000,0
"10847",3075,-1529000,4222000,0
"107003",2803,-819000,1832000,0
"108052",1420,-1269000,1802000,0
"130364",5371,-689000,1092000,0
"100841",580,-1639000,1992000,0
"136783",757,-489000,852000,0
"439",156,-1679000,4732000,0
"142207",2927,-589000,602000,0
"147046",1156,-519000,372000,0
"144520",848,-589000,492000,0
"18003",3606,-1849000,3962000,0
"97739",4571,-1109000,2072000,0
"119323",3699,-859000,1462000,0
"113328",385,-309000,1652000,0
"137468",1181,-499000,822000,0
"105089",1790,-1369000,1882000,0
"15741",261,-1739000,4042000,0
"128926",4743,-679000,1142000,0
"35270",340,-2259000,3442000,0
"77017",3437,-1909000,2542000,0
"14927",3473,-1619000,4072000,0
"8517",229,-1399000,4312000,0
"25439",429,-2029000,3722000,0
"63853",29,-2199000,2812000,0
"120587",3352,-519000,1422000,0
"108437",4624,-1029000,1792000,0
"130100",820,-449000,1102000,0
"127205",4108,-499000,1202000,0
"133763",3909,-619000,972000,0
"96889",4667,-1579000,2092000,0
"71746",3624,-1869000,2652000,0
"139016",1149,-529000,752000,0
"140730",4973,-589000,672000,0
"104330",4409,-1389000,1902000,0
"49298",777,-2029000,3112000,0
"8989",815,-1539000,4292000,0
"110937",2747,-689000,1722000,0
"104309",288,-1599000,1902000,0
"2927",60,-1539000,4572000,0
"127170",3773,-849000,1202000,0
"107328",3957,-1229000,1822000,0
"125746",627,-389000,1252000,0
"12485",2869,-1589000,4162000,0
"95276",3849,-1429000,2132000,0
"137240",1348,-509000,832000,0
"103980",4130,-1089000,1912000,0
"30076",50,-2239000,3582000,0
"135812",4016,-689000,892000,0
"96114",4277,-1229000,2112000,0
"101255",4340,-1389000,1982000,0
"103964",4615,-1249000,1912000,0
"143678",4606,-579000,532000,0
"131541",426,-419000,1052000,0
"131798",4561,-709000,1042000,0
"109188",2797,-669000,1772000,0
"30441",778,-2169000,3572000,0
"111634",1886,-559000,1702000,0
"17461",239,-1539000,3982000,0
"106965",4537,-1199000,1832000,0
"149883",1139,-779000,232000,0
"136321",1421,-439000,872000,0
"93621",1017,-1439000,2172000,0
"123596",4021,-879000,1322000,0
"140088",3462,-609000,702000,0
"108058",3116,-1209000,1802000,0
"143454",1948,-719000,542000,0
"82168",3801,-1879000,2432000,0
"148857",250,-1039000,282000,0
"148268",3827,-819000,312000,0
"113299",3026,-599000,1652000,0
"23786",2971,-1999000,3772000,0
"91937",1584,-1499000,2212000,0
"69799",3730,-1899000,2692000,0
"116809",1832,-999000,1542000,0
"16008",1166,-1869000,4032000,0
"48359",1587,-2199000,3132000,0
"40972",3370,-2129000,3302000,0
"147022",2069,-759000,372000,0
"122381",4642,-899000,1362000,0
"102855",831,-849000,1942000,0
"103617",2884,-899000,1922000,0
"97711",3539,-1389000,2072000,0
"33365",1159,-1989000,3492000,0
"149863",2667,-979000,232000,0
"129220",3865,-619000,1132000,0
"102450",3863,-1049000,1952000,0
"136076",896,-489000,882000,0
"2242",1653,-1579000,4612000,0
"127477",3980,-699000,1192000,0
"93634",2623,-1309000,2172000,0
"93632",1810,-1329000,2172000,0
"86719",4573,-1739000,2332000,0
"115929",581,-329000,1572000,0
"110877",0,-1289000,1722000,0
"129816",612,-419000,1112000,0
"49748",1313,-2179000,3102000,0
"138573",2385,-589000,772000,0
"143464",2618,-619000,542000,0
"14102",388,-1729000,4102000,0
"125406",3806,-819000,1262000,0
"60847",1990,-2089000,2872000,0
"94045",3138,-1349000,2162000,0
"117188",534,-359000,1532000,0
"87610",3749,-1669000,2312000,0
"128661",2019,-449000,1152000,0
"143052",1802,-539000,562000,0
"118758",576,-309000,1482000,0
"72237",1719,-1809000,2642000,0
"138800",1473,-509000,762000,0
"17456",331,-1589000,3982000,0
"137439",3906,-789000,822000,0
"101263",4547,-1309000,1982000,0
"93199",3922,-1489000,2182000,0
"144728",804,-609000,482000,0
"98933",4706,-1099000,2042000,0
"105533",644,-679000,1872000,0
"141988",4407,-679000,612000,0
"139647",4943,-709000,722000,0
"143240",4153,-759000,552000,0
"35289",4132,-2069000,3442000,0
"146158",388,-999000,412000,0
"669",191,-1559000,4712000,0
"29732",245,-2159000,3592000,0
"136544",3127,-569000,862000,0
"96109",3349,-1279000,2112000,0
"130660",3994,-609000,1082000,0
"13852",513,-1509000,4112000,0
"130079",4617,-659000,1102000,0
"119679",990,-379000,1452000,0
"118377",1451,-999000,1492000,0
"108455",4086,-849000,1792000,0
"3470",411,-1349000,4542000,0
"102406",4195,-1489000,1952000,0
"90650",4100,-1629000,2242000,0
"27079",71,-2149000,3672000,0
"11939",3220,-1619000,4182000,0
"5759",144,-1309000,4432000,0
"128671",550,-349000,1152000,0
"148252",2153,-979000,312000,0
"97325",4204,-1239000,2082000,0
"64378",1962,-1969000,2802000,0
"13842",2780,-1609000,4112000,0
"98533",5205,-1129000,2052000,0
"143248",3693,-679000,552000,0
"96892",4591,-1549000,2092000,0
"9445",2310,-1879000,4272000,0
"128670",619,-359000,1152000,0
"93211",1239,-1369000,2182000,0
"147026",2519,-719000,372000,0
"113644",2436,-439000,1642000,0
"126030",2661,-509000,1242000,0
"147023",1715,-749000,372000,0
"34120",3786,-2059000,3472000,0
"61328",4,-2279000,2862000,0
"1904",87,-1619000,4632000,0
"149501",349,-619000,252000,0
"133770",3942,-549000,972000,0
"130939",4652,-699000,1072000,0
"119989",1042,-359000,1442000,0
"146406",742,-619000,402000,0
"70276",2337,-1999000,2682000,0
"122414",3381,-569000,1362000,0
"117813",701,-379000,1512000,0
"145559",2259,-689000,442000,0
"123952",958,-339000,1312000,0
"143261",1379,-549000,552000,0
"2076",2275,-1569000,4622000,0
"113610",3736,-779000,1642000,0
"16027",2189,-1679000,4032000,0
"136780",1385,-519000,852000,0
"42216",849,-2039000,3272000,0
"99281",4152,-1559000,2032000,0
"1222",7,-1789000,4672000,0
"141140",3808,-719000,652000,0
"62369",2154,-1909000,2842000,0
"121156",1871,-949000,1402000,0
"46541",3138,-2169000,3172000,0
"95259",4482,-1599000,2132000,0
"110935",2010,-709000,1722000,0
"31881",1672,-2129000,3532000,0
"3825",22,-1669000,4522000,0
"129490",3781,-799000,1122000,0
"113280",3744,-789000,1652000,0
"116232",1599,-469000,1562000,0
"107006",1567,-789000,1832000,0
"95274",3977,-1449000,2132000,0
"136779",2258,-529000,852000,0
"150058",1160,-1009000,222000,0
"130957",4298,-519000,1072000,0
"126040",1176,-409000,1242000,0
"102074",4700,-949000,1962000,0
"10554",180,-1679000,4232000,0
"91502",4325,-1619000,2222000,0
"9446",2892,-1869000,4272000,0
"17467",210,-1479000,3982000,0
"90637",1914,-1759000,2242000,0
"8502",1189,-1549000,4312000,0
"93631",2581,-1339000,2172000,0
"139872",3835,-619000,712000,0
"144732",2414,-569000,482000,0
"96489",4494,-1539000,2102000,0
"132632",2607,-829000,1012000,0
"148048",2842,-959000,322000,0
"126339",758,-369000,1232000,0
"119983",1829,-419000,1442000,0
"125401",4330,-869000,1262000,0
"51637",1907,-2109000,3062000,0
"139882",1697,-519000,712000,0
"124244",1675,-439000,1302000,0
"120583",4411,-559000,1422000,0
"130661",3768,-599000,1082000,0
"8983",1297,-1599000,4292000,0
"139030",346,-389000,752000,0
"140297",5579,-659000,692000,0
"14641",447,-1759000,4082000,0
"128332",3511,-849000,1162000,0
"145357",772,-609000,452000,0
"66844",744,-2109000,2752000,0
"103550",368,-1569000,1922000,0
"119375",1144,-339000,1462000,0
"98537",4357,-1089000,2052000,0
"109174",3545,-809000,1772000,0
"125701",4117,-839000,1252000,0
"135833",794,-479000,892000,0
"449",298,-1579000,4732000,0
"21196",104,-2009000,3852000,0
"150077",3172,-819000,222000,0
"149861",1339,-999000,232000,0
"132367",4242,-679000,1022000,0
"92348",3422,-1599000,2202000,0
"140530",1367,-459000,682000,0
"105091",2668,-1349000,1882000,0
"149662",1615,-999000,242000,0
"97686",2823,-1639000,2072000,0
"102529",268,-259000,1952000,0
"84927",4202,-1739000,2372000,0
"4675",2694,-1339000,4482000,0
"145544",4948,-839000,442000,0
"70760",2967,-2019000,2672000,0
"104705",2803,-1429000,1892000,0
"105875",3815,-999000,1862000,0
"148275",1654,-749000,312000,0
"135572",4381,-639000,902000,0
"16314",1861,-1629000,4022000,0
"147246",959,-619000,362000,0
"11132",1153,-1449000,4212000,0
"14654",3613,-1629000,4082000,0
"53526",408,-2319000,3022000,0
"127177",4862,-779000,1202000,0
"22486",721,-1809000,3812000,0
"98878",601,-1649000,2042000,0
"135836",560,-449000,892000,0
"97287",3318,-1619000,2082000,0
"61862",2739,-1959000,2852000,0
"134031",4389,-699000,962000,0
"2244",1171,-1559000,4612000,0
"125740",1968,-449000,1252000,0
"15194",2563,-1659000,4062000,0
"115856",57,-1059000,1572000,0
"15752",2216,-1629000,4042000,0
"102447",3909,-1079000,1952000,0
"150063",3057,-959000,222000,0
"76070",4267,-1889000,2562000,0
"114286",2157,-589000,1622000,0
"98551",1994,-949000,2052000,0
"140930",3474,-709000,662000,0
"100865",4008,-1399000,1992000,0
"119666",3534,-509000,1452000,0
"117157",4102,-669000,1532000,0
"146806",3444,-819000,382000,0
"12759",1805,-1559000,4152000,0
"14387",2226,-1589000,4092000,0
"57397",84,-2319000,2942000,0
"123894",1666,-919000,1312000,0
"36066",96,-2219000,3422000,0
"147657",1614,-699000,342000,0
"141152",5096,-599000,652000,0
"128044",3409,-839000,1172000,0
"113653",527,-349000,1642000,0
"116178",1281,-1009000,1562000,0
"3667",2200,-1289000,4532000,0
"132910",2328,-829000,1002000,0
"5100",1857,-1329000,4462000,0
"140073",4267,-759000,702000,0
"117767",3772,-839000,1512000,0
"102823",4454,-1169000,1942000,0
"144498",4101,-809000,492000,0
"1900",413,-1659000,4632000,0
"145557",1231,-709000,442000,0
"104372",4090,-969000,1902000,0
"40163",809,-2019000,3322000,0
"107743",1604,-729000,1812000,0
"105477",4559,-1239000,1872000,0
"122101",4078,-649000,1372000,0
"116491",524,-1029000,1552000,0
"100119",4266,-1039000,2012000,0
"31533",1733,-2019000,3542000,0
"123351",667,-299000,1332000,0
"122132",843,-339000,1372000,0
"114279",4182,-659000,1622000,0
"66365",3180,-1969000,2762000,0
"88915",4706,-1749000,2282000,0
"135350",599,-399000,912000,0
"8757",811,-1419000,4302000,0
"127785",3471,-529000,1182000,0
"115586",2080,-569000,1582000,0
"140096",2203,-529000,702000,0
"85366",1174,-1859000,2362000,0
"103932",362,-1569000,1912000,0
"99716",4424,-1149000,2022000,0
"149875",3168,-859000,232000,0
"96546",576,-969000,2102000,0
"68321",2819,-2049000,2722000,0
"110903",4648,-1029000,1722000,0
"98953",950,-899000,2042000,0
"120895",3172,-499000,1412000,0
"116239",2179,-399000,1562000,0
"112262",3879,-1029000,1682000,0
"7790",2243,-1479000,4342000,0
"111617",4326,-729000,1702000,0
"143854",1717,-929000,522000,0
"97726",3581,-1239000,2072000,0
"38509",4188,-2139000,3362000,0
"115930",469,-319000,1572000,0
"98095",3465,-1539000,2062000,0
"117451",3851,-869000,1522000,0
"97314",4007,-1349000,2082000,0
"931",650,-1619000,4692000,0
"77963",2767,-1899000,2522000,0
"103618",3262,-889000,1922000,0
"40160",1618,-2049000,3322000,0
"126590",4315,-799000,1222000,0
"57404",236,-2249000,2942000,0
"108459",4255,-809000,1792000,0
